timestamp,motion,sound_level,gas_level,threat_level,alerts
2026-05-11T20:10:04.478444,False,87,123,low,
2026-05-11T20:10:09.483335,False,61,400,high,Poor air quality detected; Dangerous gas level detected
2026-05-11T20:10:14.487633,True,87,416,high,Possible aggressive activity; Poor air quality detected; Dangerous gas level detected
2026-05-11T20:10:19.492207,True,78,329,medium,Poor air quality detected
2026-05-11T20:10:24.496053,False,92,310,medium,Poor air quality detected
2026-05-11T20:10:29.500554,True,52,31,low,
2026-05-11T20:10:34.505123,False,65,193,low,
2026-05-11T20:10:39.509459,False,103,113,low,
2026-05-11T20:10:44.513544,False,50,257,medium,Poor air quality detected
2026-05-11T20:10:49.517848,True,40,63,low,
2026-05-12T16:08:08.986294,True,92,310,medium,Possible aggressive activity; Poor air quality detected
2026-05-13T22:10:17.188838,1,,,low,
2026-05-13T22:10:22.426743,1,,,low,
2026-05-13T22:10:27.903902,0,,,low,
2026-05-13T22:10:33.107819,0,,,low,
2026-05-13T22:10:38.347036,0,,,low,
2026-05-13T22:10:43.774369,1,,,low,
2026-05-13T22:10:49.121716,0,,,low,
2026-05-13T22:10:54.378805,0,,,low,
2026-05-13T22:10:59.647647,0,,,low,
2026-05-13T22:11:04.873327,0,,,low,
2026-05-13T22:11:10.298742,1,,,low,
2026-05-13T22:11:15.726001,0,,,low,
2026-05-13T22:11:21.049945,1,,,low,
2026-05-13T22:11:26.374104,0,,,low,
2026-05-13T22:11:31.800064,0,,,low,
2026-05-13T22:11:37.310809,1,,,low,
2026-05-13T22:11:42.657752,1,,,low,
2026-05-13T22:11:48.084498,0,,,low,
2026-05-13T22:11:53.617245,1,,,low,
2026-05-13T22:11:59.000016,0,,,low,
2026-05-13T22:12:04.358165,0,,,low,
2026-05-13T22:12:09.795075,1,,,low,
2026-05-13T22:12:15.324155,0,,,low,
2026-05-13T22:12:20.625627,0,,,low,
2026-05-13T22:12:25.871500,1,,,low,
2026-05-13T22:12:31.299129,0,,,low,
2026-05-13T22:12:36.618908,0,,,low,
2026-05-13T22:12:42.153186,1,,,low,
2026-05-13T22:12:47.365301,0,,,low,
2026-05-13T22:12:52.905526,0,,,low,
2026-05-13T22:12:58.122557,0,,,low,
2026-05-13T22:13:03.556114,0,,,low,
2026-05-13T22:13:08.882080,1,,,low,
2026-05-13T22:13:14.265360,1,,,low,
2026-05-13T22:13:19.558432,1,,,low,
2026-05-13T22:13:25.064860,0,,,low,
2026-05-13T22:13:30.341099,0,,,low,
2026-05-13T22:13:35.805734,0,,,low,
2026-05-13T22:13:41.142237,0,,,low,
2026-05-13T22:13:46.564613,0,,,low,
2026-05-13T22:13:52.099458,0,,,low,
2026-05-13T22:13:57.450108,1,,,low,
2026-05-13T22:14:02.595682,1,,,low,
2026-05-13T22:14:08.070065,0,,,low,
2026-05-13T22:14:13.395441,0,,,low,
2026-05-13T22:14:18.777634,0,,,low,
2026-05-13T22:14:24.147381,1,,,low,
2026-05-13T22:14:29.373685,0,,,low,
2026-05-13T22:14:34.798350,0,,,low,
2026-05-13T22:14:40.329197,1,,,low,
2026-05-13T22:14:45.840407,1,,,low,
2026-05-13T22:14:51.280277,1,,,low,
2026-05-13T22:14:56.770731,0,,,low,
2026-05-13T22:15:02.242246,0,,,low,
2026-05-13T22:15:07.769436,1,,,low,
2026-05-13T22:15:13.217231,1,,,low,
2026-05-13T22:15:18.523898,1,,,low,
2026-05-13T22:15:24.005701,0,,,low,
2026-05-13T22:15:29.380122,1,,,low,
2026-05-13T22:15:34.805956,0,,,low,
2026-05-13T22:15:40.122632,0,,,low,
2026-05-13T22:15:45.660385,1,,,low,
2026-05-13T22:15:51.087902,0,,,low,
2026-05-13T22:15:56.418131,1,,,low,
2026-05-13T22:16:01.640918,0,,,low,
2026-05-13T22:16:07.167720,0,,,low,
2026-05-13T22:16:12.591433,0,,,low,
2026-05-13T22:16:17.914985,0,,,low,
2026-05-13T22:16:23.143519,0,,,low,
2026-05-13T22:16:28.564756,1,,,low,
2026-05-13T22:16:33.891779,0,,,low,
2026-05-13T22:16:39.278821,0,,,low,
2026-05-13T22:16:44.644503,1,,,low,
2026-05-13T22:16:50.070502,0,,,low,
2026-05-13T22:16:55.394127,0,,,low,
2026-05-13T22:17:00.781318,1,,,low,
2026-05-13T22:17:06.150724,0,,,low,
2026-05-13T22:17:11.677483,1,,,low,
2026-05-13T22:17:17.026179,0,,,low,
2026-05-13T22:17:22.430393,1,,,low,
2026-05-13T22:17:27.758531,0,,,low,
2026-05-13T22:17:33.286173,1,,,low,
2026-05-13T22:17:38.736394,1,,,low,
2026-05-13T22:17:44.032616,1,,,low,
2026-05-13T22:17:49.571739,0,,,low,
2026-05-13T22:17:54.891655,0,,,low,
2026-05-13T22:18:00.318027,1,,,low,
2026-05-13T22:18:05.613672,1,,,low,
2026-05-13T22:18:11.073649,1,,,low,
2026-05-13T22:18:16.380544,1,,,low,
2026-05-13T22:18:21.825341,1,,,low,
2026-05-13T22:18:27.237376,1,,,low,
2026-05-13T22:18:32.372575,0,,,low,
2026-05-13T22:18:37.855308,1,,,low,
2026-05-13T22:18:43.228371,1,,,low,
2026-05-13T22:18:48.510173,1,,,low,
2026-05-13T22:18:53.875228,0,,,low,
2026-05-13T22:18:59.208317,0,,,low,
2026-05-13T22:19:04.419755,1,,,low,
2026-05-13T22:19:09.644438,0,,,low,
2026-05-13T22:19:15.073733,0,,,low,
2026-05-13T22:19:20.604462,1,,,low,
2026-05-13T22:19:25.985708,1,,,low,
2026-05-13T22:19:31.152260,0,,,low,
2026-05-13T22:19:36.582032,1,,,low,
2026-05-13T22:19:41.892646,1,,,low,
2026-05-13T22:21:37.227456,0,,,low,
2026-05-13T22:21:42.451857,0,,,low,
2026-05-13T22:21:47.656701,1,,,low,
2026-05-13T22:21:52.904058,0,,,low,
2026-05-13T22:21:58.324981,0,,,low,
2026-05-13T22:22:03.865402,0,,,low,
2026-05-13T22:22:09.343209,0,,,low,
2026-05-13T22:22:14.828029,0,,,low,
2026-05-13T22:22:20.247913,1,,,low,
2026-05-13T22:22:25.423191,0,,,low,
2026-05-13T22:22:30.798222,1,,,low,
2026-05-13T22:22:36.116442,1,,,low,
2026-05-13T22:22:41.648840,1,,,low,
2026-05-13T22:22:47.060034,1,,,low,
2026-05-13T22:22:52.198269,0,,,low,
2026-05-13T22:22:57.553694,0,,,low,
2026-05-13T22:23:02.851574,0,,,low,
2026-05-13T22:23:08.337145,1,,,low,
2026-05-13T22:23:13.706001,0,,,low,
2026-05-13T22:23:19.031911,0,,,low,
2026-05-13T22:23:24.256131,0,,,low,
2026-05-13T22:23:29.431207,0,,,low,
2026-05-13T22:23:34.802074,0,,,low,
2026-05-13T22:23:40.126441,1,,,low,
2026-05-13T22:23:45.650502,0,,,low,
2026-05-13T22:23:50.974721,1,,,low,
2026-05-13T22:23:56.407403,0,,,low,
2026-05-13T22:24:01.733105,0,,,low,
2026-05-13T22:24:07.113082,0,,,low,
2026-05-13T22:24:12.485421,1,,,low,
2026-05-13T22:24:17.969371,0,,,low,
2026-05-13T22:24:23.339871,1,,,low,
2026-05-13T22:24:28.764325,1,,,low,
2026-05-13T22:24:33.944461,0,,,low,
2026-05-13T22:24:39.213184,0,,,low,
2026-05-13T22:24:44.640337,0,,,low,
2026-05-13T22:24:49.906824,0,,,low,
2026-05-13T22:24:55.292075,1,,,low,
2026-05-13T22:25:00.517570,1,,,low,
2026-05-13T22:25:05.938420,0,,,low,
2026-05-13T22:25:11.370026,0,,,low,
2026-05-13T22:25:17.001572,0,,,low,
2026-05-13T22:25:22.213499,0,,,low,
2026-05-13T22:25:27.709170,1,,,low,
2026-05-13T22:25:32.932087,0,,,low,
2026-05-13T22:25:38.384468,0,,,low,
2026-05-13T22:25:43.728300,1,,,low,
2026-05-13T22:25:48.932322,0,,,low,
2026-05-13T22:25:54.376186,1,,,low,
2026-05-13T22:25:59.787838,0,,,low,
2026-05-13T22:26:10.822933,1,,,low,
2026-05-13T22:26:16.296551,0,,,low,
2026-05-13T22:26:21.620946,1,,,low,
2026-05-13T22:26:27.143994,1,,,low,
2026-05-13T22:26:32.470849,1,,,low,
2026-05-13T22:26:38.499671,0,,,low,
2026-05-13T22:26:43.736957,1,,,low,
2026-05-13T22:26:49.164464,0,,,low,
2026-05-13T22:26:54.487479,1,,,low,
2026-05-13T22:26:59.915599,0,,,low,
2026-05-13T22:27:05.224217,0,,,low,
2026-05-13T22:27:10.461262,0,,,low,
2026-05-13T22:27:15.890644,1,,,low,
2026-05-13T22:27:21.419355,0,,,low,
2026-05-13T22:27:27.051985,0,,,low,
2026-05-13T22:27:32.297752,1,,,low,
2026-05-13T22:27:37.495369,1,,,low,
2026-05-13T22:27:42.824322,1,,,low,
2026-05-13T22:27:48.148267,0,,,low,
2026-05-13T22:27:53.580656,1,,,low,
2026-05-13T22:27:58.999013,1,,,low,
2026-05-13T22:28:04.433272,1,,,low,
2026-05-13T22:28:09.856418,1,,,low,
2026-05-13T22:28:15.385519,0,,,low,
2026-05-13T22:28:20.869664,1,,,low,
2026-05-13T22:28:26.198890,1,,,low,
2026-05-13T22:28:31.565830,1,,,low,
2026-05-13T22:28:36.967320,1,,,low,
2026-05-13T22:28:43.178174,1,,,low,
2026-05-13T22:28:48.461146,1,,,low,
2026-05-13T22:28:53.816510,0,,,low,
2026-05-13T22:28:59.010883,0,,,low,
2026-05-13T22:29:04.232537,0,,,low,
2026-05-13T22:29:09.659813,0,,,low,
2026-05-13T22:29:15.095082,0,,,low,
2026-05-13T22:29:20.515640,1,,,low,
2026-05-13T22:29:25.934013,0,,,low,
2026-05-13T22:29:31.217664,1,,,low,
2026-05-13T22:29:36.697748,1,,,low,
2026-05-13T22:29:42.222586,1,,,low,
2026-05-13T22:29:47.752628,1,,,low,
2026-05-13T22:29:52.934743,1,,,low,
2026-05-13T22:29:58.504257,1,,,low,
2026-05-13T22:30:03.891301,1,,,low,
2026-05-13T22:30:09.258607,1,,,low,
2026-05-13T22:30:14.479684,0,,,low,
2026-05-13T22:30:19.866080,1,,,low,
2026-05-13T22:30:25.204727,1,,,low,
2026-05-13T22:30:30.616616,1,,,low,
2026-05-13T22:30:35.978565,1,,,low,
2026-05-13T22:30:41.516286,0,,,low,
2026-05-13T22:30:46.735867,1,,,low,
2026-05-13T22:30:52.165910,0,,,low,
2026-05-13T22:30:57.491378,1,,,low,
2026-05-13T22:31:02.915356,1,,,low,
2026-05-13T22:31:08.201069,1,,,low,
2026-05-13T22:31:13.670305,0,,,low,
2026-05-13T22:31:19.199038,0,,,low,
2026-05-13T22:31:24.487533,0,,,low,
2026-05-13T22:31:29.752398,1,,,low,
2026-05-13T22:31:35.176748,0,,,low,
2026-05-13T22:31:40.504540,1,,,low,
2026-05-13T22:31:45.725371,0,,,low,
2026-05-13T22:31:51.151395,0,,,low,
2026-05-13T22:31:56.440063,1,,,low,
2026-05-13T22:32:01.898873,1,,,low,
2026-05-13T22:32:07.227401,1,,,low,
2026-05-13T22:32:12.759539,1,,,low,
2026-05-13T22:32:17.958910,0,,,low,
2026-05-13T22:32:23.408546,1,,,low,
2026-05-13T22:32:28.717128,0,,,low,
2026-05-13T22:32:34.151469,1,,,low,
2026-05-13T22:32:39.451265,1,,,low,
2026-05-13T22:32:45.013401,0,,,low,
2026-05-13T22:32:50.237191,0,,,low,
2026-05-13T22:32:55.648998,0,,,low,
2026-05-13T22:33:00.952676,1,,,low,
2026-05-13T22:33:06.397953,1,,,low,
2026-05-13T22:33:11.711781,0,,,low,
2026-05-13T22:33:17.165908,1,,,low,
2026-05-13T22:33:22.902337,1,,,low,
2026-05-13T22:37:51.506782,0,,,low,
2026-05-13T22:37:56.832267,1,,,low,
2026-05-13T22:38:02.362205,1,,,low,
2026-05-13T22:38:07.585406,0,,,low,
2026-05-13T22:38:12.717491,0,,,low,
2026-05-13T22:38:18.028533,0,,,low,
2026-05-13T22:38:23.352018,1,,,low,
2026-05-13T22:38:28.680184,1,,,low,
2026-05-13T22:38:34.007387,1,,,low,
2026-05-13T22:38:39.327837,0,,,low,
2026-05-13T22:38:44.659515,1,,,low,
2026-05-13T22:38:49.776566,1,,,low,
2026-05-13T22:38:55.198668,1,,,low,
2026-05-13T22:39:00.509554,0,,,low,
2026-05-13T22:39:05.651611,1,,,low,
2026-05-13T22:39:10.754349,1,,,low,
2026-05-13T22:39:15.819844,1,,,low,
2026-05-13T22:39:20.897438,0,,,low,
2026-05-13T22:39:26.229954,0,,,low,
2026-05-13T22:39:31.554060,0,,,low,
2026-05-13T22:39:36.860417,1,,,low,
2026-05-13T22:39:41.928942,1,,,low,
2026-05-13T22:39:47.035653,1,,,low,
2026-05-13T22:39:52.341987,0,,,low,
2026-05-13T22:39:57.666958,0,,,low,
2026-05-13T22:40:02.930326,1,,,low,
2026-05-13T22:40:08.112606,1,,,low,
2026-05-13T22:40:13.193255,0,,,low,
2026-05-13T22:40:18.316364,1,,,low,
2026-05-13T22:40:23.474482,1,,,low,
2026-05-13T22:40:28.786586,0,,,low,
2026-05-13T22:40:33.865007,1,,,low,
2026-05-13T22:40:39.140731,1,,,low,
2026-05-13T22:40:44.452418,0,,,low,
2026-05-13T22:40:49.790990,0,,,low,
2026-05-13T22:40:55.114460,1,,,low,
2026-05-13T22:41:00.442782,1,,,low,
2026-05-13T22:41:05.519241,0,,,low,
2026-05-13T22:41:10.681135,0,,,low,
2026-05-13T22:41:15.783954,1,,,low,
2026-05-13T22:41:20.918846,1,,,low,
2026-05-13T22:41:26.248190,1,,,low,
2026-05-13T22:41:31.673934,0,,,low,
2026-05-13T22:41:37.104248,1,,,low,
2026-05-13T22:41:42.425872,1,,,low,
2026-05-13T22:41:47.504606,1,,,low,
2026-05-13T22:41:52.698220,1,,,low,
2026-05-13T22:41:57.988982,0,,,low,
2026-05-13T22:42:34.929976,1,,,low,
2026-05-13T22:42:40.083543,1,,,low,
2026-05-13T22:42:45.504291,0,,,low,
2026-05-13T22:42:50.610522,0,,,low,
2026-05-13T22:42:55.744770,1,,,low,
2026-05-13T22:43:01.072761,0,,,low,
2026-05-13T22:43:06.498526,0,,,low,
2026-05-13T22:43:11.579747,0,,,low,
2026-05-13T22:43:16.647114,1,,,low,
2026-05-13T22:43:21.946286,0,,,low,
2026-05-13T22:43:27.387641,0,,,low,
2026-05-13T22:43:32.797001,1,,,low,
2026-05-13T22:43:37.875386,1,,,low,
2026-05-13T22:43:43.060634,0,,,low,
2026-05-13T22:43:48.469321,1,,,low,
2026-05-13T22:43:53.564286,0,,,low,
2026-05-13T22:43:58.723672,1,,,low,
2026-05-13T22:44:04.049229,1,,,low,
2026-05-13T22:44:09.131927,0,,,low,
2026-05-13T22:44:14.248776,1,,,low,
2026-05-13T22:44:19.318712,0,,,low,
2026-05-13T22:44:24.566583,0,,,low,
2026-05-13T22:44:29.957441,1,,,low,
2026-05-13T22:44:35.273622,1,,,low,
2026-05-13T22:44:40.507621,0,,,low,
2026-05-13T22:44:45.830076,1,,,low,
2026-05-13T22:44:51.159186,1,,,low,
2026-05-13T22:44:56.582468,0,,,low,
2026-05-13T22:45:01.762830,0,,,low,
2026-05-13T22:45:07.132905,0,,,low,
2026-05-13T22:45:12.429792,1,,,low,
2026-05-13T22:45:17.575962,1,,,low,
2026-05-13T22:45:22.904289,0,,,low,
2026-05-13T22:45:28.229649,0,,,low,
2026-05-13T22:46:15.212980,0,,,low,
2026-05-13T22:46:20.370192,0,,,low,
2026-05-13T22:46:25.776834,0,,,low,
2026-05-13T22:46:30.881612,1,,,low,
2026-05-13T22:46:35.976994,1,,,low,
2026-05-13T22:46:41.133070,1,,,low,
2026-05-13T22:46:46.261124,0,,,low,
2026-05-13T22:46:51.580746,0,,,low,
2026-05-13T22:46:57.012403,1,,,low,
2026-05-13T22:47:02.232975,0,,,low,
2026-05-13T22:47:07.455282,1,,,low,
2026-05-13T22:47:12.676981,1,,,low,
2026-05-13T22:47:17.862922,1,,,low,
2026-05-13T22:47:53.683008,1,,,low,
2026-05-13T22:47:58.845689,0,,,low,
2026-05-13T22:48:03.910765,1,,,low,
2026-05-13T22:48:08.988237,1,,,low,
2026-05-13T22:48:14.111730,1,,,low,
2026-05-13T22:48:19.441041,1,,,low,
2026-05-13T22:48:24.764953,1,,,low,
2026-05-13T22:48:30.081176,1,,,low,
2026-05-13T22:48:35.215525,0,,,low,
2026-05-13T22:48:40.538721,1,,,low,
2026-05-13T22:48:45.846844,0,,,low,
2026-05-13T22:48:50.939272,0,,,low,
2026-05-13T22:48:56.062925,1,,,low,
2026-05-13T22:49:01.185291,0,,,low,
2026-05-13T22:49:06.326400,1,,,low,
2026-05-13T22:49:11.467921,1,,,low,
2026-05-13T22:49:16.536827,0,,,low,
2026-05-13T22:49:21.704271,0,,,low,
2026-05-13T22:49:27.135015,0,,,low,
2026-05-13T22:49:32.459350,1,,,low,
2026-05-13T22:49:37.531893,1,,,low,
2026-05-13T22:49:42.799292,0,,,low,
2026-05-13T22:49:48.126439,0,,,low,
2026-05-13T22:49:53.451660,1,,,low,
2026-05-13T22:49:58.771920,1,,,low,
2026-05-13T22:50:04.084372,1,,,low,
2026-05-13T22:50:09.218831,1,,,low,
2026-05-13T22:50:14.555217,1,,,low,
2026-05-13T22:50:19.650070,1,,,low,
2026-05-13T22:50:24.743342,1,,,low,
2026-05-13T22:50:29.888829,0,,,low,
2026-05-13T22:50:35.024920,1,,,low,
2026-05-13T22:50:40.342640,1,,,low,
2026-05-13T22:50:45.673677,1,,,low,
2026-05-13T22:50:51.099950,1,,,low,
2026-05-13T22:50:56.220254,0,,,low,
2026-05-13T22:51:01.649455,1,,,low,
2026-05-13T22:51:06.870016,1,,,low,
2026-05-13T22:51:12.200474,0,,,low,
2026-05-13T22:51:17.626025,1,,,low,
2026-05-13T22:51:22.744146,0,,,low,
2026-05-13T22:51:27.821555,1,,,low,
2026-05-13T22:51:32.984683,0,,,low,
2026-05-13T22:51:38.293801,0,,,low,
2026-05-13T22:51:43.437800,1,,,low,
2026-05-13T22:51:48.755499,1,,,low,
2026-05-13T22:51:54.081274,0,,,low,
2026-05-13T22:51:59.160836,0,,,low,
2026-05-13T22:52:04.318685,1,,,low,
2026-05-13T22:52:09.640801,1,,,low,
2026-05-13T22:52:14.971133,1,,,low,
2026-05-13T22:52:20.048821,0,,,low,
2026-05-13T22:52:25.196521,1,,,low,
2026-05-13T22:52:30.329076,0,,,low,
2026-05-13T23:03:30.112372,0,,,low,
2026-05-13T23:03:35.442217,1,,,low,
2026-05-13T23:04:27.051699,0,,,low,
2026-05-13T23:04:32.374795,0,,,low,
2026-05-13T23:04:37.700094,0,,,low,
2026-05-13T23:04:42.824166,0,,,low,
2026-05-13T23:04:48.142621,0,,,low,
2026-05-13T23:04:53.226606,1,,,low,
2026-05-13T23:04:58.384052,0,,,low,
2026-05-13T23:05:03.463721,0,,,low,
2026-05-13T23:05:08.726025,0,,,low,
2026-05-13T23:05:13.908026,0,,,low,
2026-05-13T23:05:19.171785,1,,,low,
2026-05-13T23:05:24.394959,0,,,low,
2026-05-13T23:05:29.821827,1,,,low,
2026-05-13T23:05:34.903139,1,,,low,
2026-05-13T23:05:40.061665,1,,,low,
2026-05-13T23:05:45.181903,0,,,low,
2026-05-13T23:05:50.303715,0,,,low,
2026-05-13T23:05:55.629139,0,,,low,
2026-05-13T23:06:01.043061,0,,,low,
2026-05-13T23:06:06.278904,1,,,low,
2026-05-13T23:06:11.502191,0,,,low,
2026-05-13T23:06:16.605278,1,,,low,
2026-05-13T23:06:21.741109,0,,,low,
2026-05-13T23:06:27.171536,1,,,low,
2026-05-13T23:06:32.495741,0,,,low,
2026-05-13T23:06:37.819770,1,,,low,
2026-05-13T23:06:43.102810,0,,,low,
2026-05-13T23:06:48.267330,0,,,low,
2026-05-13T23:07:23.799848,1,,,low,
2026-05-13T23:07:29.123226,0,,,low,
2026-05-13T23:07:34.390360,0,,,low,
2026-05-13T23:07:39.570712,0,,,low,
2026-05-13T23:07:44.684448,1,,,low,
2026-05-13T23:07:49.800684,0,,,low,
2026-05-13T23:07:55.031249,1,,,low,
2026-05-13T23:08:00.252940,1,,,low,
2026-05-13T23:08:05.475940,0,,,low,
2026-05-13T23:08:41.112189,0,,,low,
2026-05-13T23:08:46.325198,0,,,low,
2026-05-13T23:08:51.863433,1,,,low,
2026-05-13T23:08:57.123482,0,,,low,
2026-05-13T23:09:02.413739,0,,,low,
2026-05-13T23:09:07.842526,1,,,low,
2026-05-13T23:09:12.963543,1,,,low,
2026-05-13T23:09:18.387629,1,,,low,
2026-05-13T23:09:23.558350,0,,,low,
2026-05-13T23:09:28.737314,0,,,low,
2026-05-13T23:09:34.157796,0,,,low,
2026-05-13T23:09:39.590265,0,,,low,
2026-05-13T23:09:44.758068,1,,,low,
2026-05-13T23:09:50.035892,1,,,low,
2026-05-13T23:09:55.343001,0,,,low,
2026-05-13T23:10:00.683161,1,,,low,
2026-05-13T23:10:06.107030,0,,,low,
2026-05-13T23:10:11.180113,0,,,low,
2026-05-13T23:10:16.301811,0,,,low,
2026-05-13T23:10:21.370710,1,,,low,
2026-05-13T23:10:26.691499,0,,,low,
2026-05-13T23:10:31.811269,0,,,low,
2026-05-13T23:10:37.124286,0,,,low,
2026-05-13T23:10:42.307346,0,,,low,
2026-05-13T23:10:47.380845,0,,,low,
2026-05-13T23:10:52.904937,0,,,low,
2026-05-13T23:10:58.219819,1,,,low,
2026-05-13T23:11:03.340708,1,,,low,
2026-05-13T23:11:08.424899,1,,,low,
2026-05-13T23:11:13.549503,1,,,low,
2026-05-13T23:11:18.715602,1,,,low,
2026-05-13T23:11:24.037451,1,,,low,
2026-05-13T23:11:29.361094,0,,,low,
2026-05-13T23:11:34.685978,0,,,low,
2026-05-13T23:11:40.016342,1,,,low,
2026-05-13T23:11:45.236127,1,,,low,
2026-05-13T23:11:50.443649,0,,,low,
2026-05-13T23:11:55.531284,1,,,low,
2026-05-13T23:12:00.603237,1,,,low,
2026-05-13T23:12:05.673497,1,,,low,
2026-05-13T23:12:10.823144,1,,,low,
2026-05-13T23:12:16.262932,1,,,low,
2026-05-13T23:12:21.487378,0,,,low,
2026-05-13T23:12:26.910251,1,,,low,
2026-05-13T23:12:32.236984,1,,,low,
2026-05-13T23:12:37.413967,1,,,low,
2026-05-13T23:12:42.990895,0,,,low,
2026-05-13T23:12:48.154263,0,,,low,
2026-05-13T23:12:53.250608,1,,,low,
2026-05-13T23:12:58.651952,1,,,low,
2026-05-13T23:13:03.784341,1,,,low,
2026-05-13T23:13:09.100128,0,,,low,
2026-05-13T23:13:14.426689,1,,,low,
2026-05-13T23:13:19.751494,0,,,low,
2026-05-13T23:13:24.873199,0,,,low,
2026-05-13T23:13:30.195691,1,,,low,
2026-05-13T23:13:35.623389,1,,,low,
2026-05-13T23:13:40.745301,0,,,low,
2026-05-13T23:13:46.068925,1,,,low,
2026-05-13T23:13:51.394137,1,,,low,
2026-05-13T23:13:56.936865,1,,,low,
2026-05-13T23:14:02.453868,0,,,low,
2026-05-13T23:14:07.779829,0,,,low,
2026-05-13T23:14:13.196329,1,,,low,
2026-05-13T23:14:18.528752,1,,,low,
2026-05-13T23:14:23.650383,0,,,low,
2026-05-13T23:14:28.976360,0,,,low,
2026-05-13T23:14:34.300867,1,,,low,
2026-05-13T23:14:39.727678,1,,,low,
2026-05-13T23:14:45.251181,0,,,low,
2026-05-13T23:14:50.480734,0,,,low,
2026-05-13T23:14:55.707168,0,,,low,
2026-05-13T23:15:34.673499,0,,,low,
2026-05-13T23:15:39.943773,0,,,low,
2026-05-13T23:15:45.475760,0,,,low,
2026-05-13T23:15:51.003168,0,,,low,
2026-05-13T23:15:56.212146,0,,,low,
2026-05-13T23:16:59.165496,0,,,low,
2026-05-13T23:17:04.252251,0,,,low,
2026-05-13T23:17:09.751509,0,,,low,
2026-05-13T23:17:15.077796,0,,,low,
2026-05-13T23:17:20.402727,0,,,low,
2026-05-13T23:17:25.622050,1,,,low,
2026-05-13T23:17:31.154730,1,,,low,
2026-05-13T23:17:36.430450,0,,,low,
2026-05-13T23:17:41.554683,0,,,low,
2026-05-13T23:17:46.666391,0,,,low,
2026-05-13T23:17:51.837047,1,,,low,
2026-05-13T23:17:57.478307,1,,,low,
2026-05-13T23:18:02.898369,1,,,low,
2026-05-13T23:18:08.428009,0,,,low,
2026-05-13T23:18:13.739329,0,,,low,
2026-05-13T23:18:19.178534,1,,,low,
2026-05-13T23:18:24.509409,1,,,low,
2026-05-13T23:18:30.037893,1,,,low,
2026-05-13T23:18:35.321894,1,,,low,
2026-05-13T23:18:40.481809,0,,,low,
2026-05-13T23:18:45.556938,1,,,low,
2026-05-13T23:18:50.821427,1,,,low,
2026-05-13T23:18:55.998653,1,,,low,
2026-05-13T23:19:01.454395,1,,,low,
2026-05-13T23:19:06.693306,1,,,low,
2026-05-13T23:19:11.808671,0,,,low,
2026-05-13T23:19:17.240513,0,,,low,
2026-05-13T23:19:22.670190,0,,,low,
2026-05-13T23:19:27.992973,1,,,low,
2026-05-13T23:19:33.212097,1,,,low,
2026-05-13T23:19:38.348341,1,,,low,
2026-05-13T23:19:43.868347,1,,,low,
2026-05-13T23:19:49.095727,0,,,low,
2026-05-13T23:19:54.375581,1,,,low,
2026-05-13T23:19:59.453743,1,,,low,
2026-05-13T23:20:05.056605,1,,,low,
2026-05-13T23:20:10.247131,1,,,low,
2026-05-13T23:20:15.350804,1,,,low,
2026-05-13T23:20:20.437657,0,,,low,
2026-05-13T23:20:25.531347,0,,,low,
2026-05-13T23:20:30.652759,0,,,low,
2026-05-13T23:20:36.293663,0,,,low,
2026-05-13T23:20:41.725752,0,,,low,
